Animal ID,Animal Name,Animal Type,Primary Color,Secondary Color,Sex,DOB,Age,Intake Date,Intake Condition,Intake Type,Intake Subtype,Reason for Intake,Outcome Date,Crossing,Jurisdiction,Outcome Type,Outcome Subtype,intake_is_dead,outcome_is_dead,was_outcome_alive
A696832,,CAT,CREAM,WHITE,Male,2016-04-15,7.0,2023-04-15,ILL MODERATETE,STRAY,FIELD,,2023-04-15,"7100 BLK E KEYNOTE ST. LONG BEACH, CA 90808",LONG BEACH,EUTHANASIA,ILL SEVERE,Alive on Intake,TRUE,0
A696867,,OTHER,BROWN,WHITE,Unknown,2023-02-15,0.0,2023-04-15,UNDER AGE/WEIGHT,WILDLIFE,FIELD,,2023-04-16,7000 E EL PASEO,LONG BEACH,TRANSFER,OTHER WILD,Alive on Intake,FALSE,1
A696881,,DOG,BROWN,,Male,2014-04-16,9.0,2023-04-16,NORMAL,OWNER SURRENDER,OTC,,2023-04-18,800 BLK VIA WANDA LB 90805,LONG BEACH,RESCUE,LABELLE,Alive on Intake,FALSE,1
A696884,*SEBASTIAN,DOG,BROWN,BLACK,Male,2022-08-16,1.0,2023-04-16,NORMAL,OWNER SURRENDER,OTC,,2023-04-23,"1700 BLK LB BLVD, LB 90813",LONG BEACH,RESCUE,MUTTSINEED,Alive on Intake,FALSE,1
A696930,,BIRD,GRAY,WHITE,Unknown,,,2023-04-17,INJURED  MODERATE,WILDLIFE,FIELD,,2023-04-17,"800 BLK OCEAN AVE, SEAL BEACH, CA 90740",SEAL BEACH,EUTHANASIA,INJ SEVERE,Alive on Intake,TRUE,0
A696932,POSSUM 2,OTHER,GRAY,BLACK,Unknown,2022-11-17,0.0,2023-04-17,INJURED  MILD,WILDLIFE,FIELD,,2023-04-17,1400 BLK FLORIDA ST,LONG BEACH,RESCUE,,Alive on Intake,FALSE,1
A696946,CHOCOLATE,DOG,TAN,,Neutered,2021-04-18,2.0,2023-04-18,NORMAL,STRAY,FIELD,,2023-04-18,"1300 W 12TH ST, LONG BEACH CA",LONG BEACH,RETURN TO OWNER,,Alive on Intake,FALSE,1
A696997,*PRIMROSE,DOG,BLACK,TAN,Female,2018-04-19,5.0,2023-04-19,I/I REPORT,STRAY,OTC,,2023-04-26,"100 BLOCK E BROADWAY, LONG BEACH CA",LONG BEACH,RESCUE,LABELLE,Alive on Intake,FALSE,1
A696998,TARA,CAT,GRAY,,Neutered,2023-03-19,0.0,2023-04-19,UNDER AGE/WEIGHT,STRAY,OTC,,2023-05-06,2200 BLK CAMERON ST LB 90810,LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A697001,,WILD,GRAY,,Unknown,2023-03-19,0.0,2023-04-19,UNDER AGE/WEIGHT,WILDLIFE,FIELD,,2023-04-19,"7800 BLK E RING ST, LONG BEACH, CA 90808",LONG BEACH,RESCUE,OTHER RESC,Alive on Intake,FALSE,1
A697009,BELLA,DOG,RED,,Spayed,2021-04-20,2.0,2023-04-19,NORMAL,STRAY,OTC,,2023-05-07,11000 BLK GONSALVES PL CER 90703,CERRITOS,ADOPTION,WEB,Alive on Intake,FALSE,1
A697038,*XYLOPHONE,CAT,ORANGE,WHITE,Male,2023-03-19,0.0,2023-04-19,UNDER AGE/WEIGHT,STRAY,FIELD,,2023-04-21,1200 BLK TEMPLE AVE,LONG BEACH,RESCUE,ZAZZYCAT,Alive on Intake,FALSE,1
A697053,*QUINN,CAT,CHOC PT,,Spayed,2019-04-20,4.0,2023-04-20,FRACTIOUS,STRAY,OTC,,2023-04-27,"700 BLOCK ELM AVE, LONG BEACH CA",LONG BEACH,COMMUNITY CAT,,Alive on Intake,FALSE,1
A697059,*RINGO,CAT,BRN TABBY,,Male,2023-03-20,0.0,2023-04-20,UNDER AGE/WEIGHT,STRAY,OTC,,2023-04-30,400 BLK POPPY ST LB 90805,LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A697060,*GEORGE,CAT,ORANGE,,Neutered,2023-03-20,0.0,2023-04-20,UNDER AGE/WEIGHT,STRAY,OTC,,2023-04-29,400 BLK POPPY ST LB 90805,LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A697064,COSMO,CAT,BLACK,WHITE,Spayed,2023-03-20,0.0,2023-04-20,NORMAL,STRAY,OTC,,2023-04-29,2300 BLK LINDEN AVE LB 90806,LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A697068,*CRUTON,CAT,SEAL PT,,Female,2023-03-20,0.0,2023-04-20,NORMAL,STRAY,OTC,,2023-04-28,2300 BLK LINDEN AVE LB 90806,LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A697072,*BEA,CAT,BRN TABBY,,Female,2023-02-20,0.0,2023-04-20,NORMAL,STRAY,OTC,,2023-04-29,1500 BLK 8TH ST LB 90813,LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A697075,*BRANDON,CAT,GRAY TABBY,,Male,2023-02-20,0.0,2023-04-20,NORMAL,STRAY,OTC,,2023-04-29,1500 BLK 8TH ST LB 90813,LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A697101,,DOG,BLACK,,Unknown,2023-04-20,0.0,2023-04-19,UNDER AGE/WEIGHT,STRAY,BORN@SHELT,,2023-04-20,"100 BLOCK E BROADWAY, LONG BEACH CA",LONG BEACH,DIED,IN KENNEL,Alive on Intake,TRUE,0
A697118,,WILD,BROWN,,Unknown,2021-04-21,2.0,2023-04-21,INJURED  MODERATE,WILDLIFE,FIELD,,2023-04-21,5800 BLK LOS ARCOS,LONG BEACH,EUTHANASIA,INJ SEVERE,Alive on Intake,TRUE,0
A697161,JAKE,GUINEA PIG,UNKNOWN,,Male,2021-04-21,2.0,2023-04-21,NORMAL,OWNER SURRENDER,OTC,,2023-06-01,,LONG BEACH,DUPLICATE,,Alive on Intake,FALSE,1
A697240,,BIRD,BROWN,BROWN,Female,2022-04-21,1.0,2023-04-21,INJURED  SEVERE,WILDLIFE,FIELD,,2023-04-25,4500 GUAVA,SEAL BEACH,RESCUE,OTHER RESC,Alive on Intake,FALSE,1
A697248,,DOG,RED MERLE,WHITE,Male,2021-04-22,2.0,2023-04-22,INJURED  SEVERE,STRAY,OTC,,2023-04-22,91 FWY WB WEST OF PIONEER LB 90805,LONG BEACH,EUTHANASIA,INJ SEVERE,Alive on Intake,TRUE,0
A697262,BLAZE,CAT,GRAY,WHITE,Neutered,2023-03-22,0.0,2023-04-20,FRACTIOUS,STRAY,OTC,,2023-05-21,"700 BLOCK ELM AVE, LONG BEACH CA",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A697264,*TANNER,DOG,BROWN,,Male,2021-04-27,2.0,2023-04-22,NORMAL,STRAY,OTC,,2023-04-28,1000 BLK LEWIS AVE LB 90813,LONG BEACH,RESCUE,,Alive on Intake,FALSE,1
A697287,*GASTON,CAT,BLUE,,Neutered,2022-04-22,1.0,2023-04-22,NORMAL,STRAY,OTC,,2023-04-27,"1000 BLK E 5TH, LB, CA 908902",LONG BEACH,COMMUNITY CAT,,Alive on Intake,FALSE,1
A697291,,CAT,GRAY,,Male,2015-04-22,8.0,2023-04-22,ILL SEVERE,STRAY,FIELD,,2023-04-22,19600 BLK SABRINA CT,LONG BEACH,EUTHANASIA,ILL SEVERE,Alive on Intake,TRUE,0
A697305,*RAWR,CAT,BLACK,ORANGE,Neutered,2022-04-22,1.0,2023-04-22,NORMAL,STRAY,OTC,,2023-05-05,4000 BLK 10TH ST LB 90804,LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A697311,*VICTOR,DOG,BR BRINDLE,,Neutered,2013-06-16,10.0,2023-04-22,INJURED  MILD,STRAY,OTC,,2023-06-07,"2000 BLK SPARROW HILL LN, LAKEWOOD",SEAACA,TRANSFER,SEAACA,Alive on Intake,FALSE,1
A697313,*ROYA,CAT,TORTIE DIL,WHITE,Female,2020-04-22,3.0,2023-04-22,I/I REPORT,STRAY,OTC,,2023-05-06,1700 BLK E HILL ST SH 90755,SIGNAL HILL,HOMEFIRST,,Alive on Intake,FALSE,1
A697314,ROCKY,DOG,BLACK,WHITE,Male,2018-04-22,5.0,2023-04-22,INJURED  MILD,STRAY,FIELD,,2023-04-22,"7500 BLK LONG BEACH BLD, LONG BEACH CA, 90805",LONG BEACH,RETURN TO OWNER,FRE RID HM,Alive on Intake,FALSE,1
A697315,*GANDALF,DOG,WHITE,,Male,2020-04-22,3.0,2023-04-22,ILL MODERATETE,STRAY,FIELD,,2023-05-10,"2700 BLK PACIFIC AVE, LONG BEACH CA",LONG BEACH,RESCUE,BICHONFUR,Alive on Intake,FALSE,1
A697330,*BEAR,RABBIT,GRAY,,Neutered,2021-04-23,2.0,2023-04-23,NORMAL,STRAY,OTC,,2023-06-01,5700 BLK VERNON ST,LONG BEACH,RESCUE,RABBITRES,Alive on Intake,FALSE,1
A697348,FREUD,CAT,BRN TABBY,,Neutered,2023-03-08,0.0,2023-04-23,UNDER AGE/WEIGHT,STRAY,OTC,,2023-04-30,1400 BLK WALNUT AVE,LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A697381,*ROCKET,CAT,GRAY,,Male,2023-03-24,0.0,2023-04-24,UNDER AGE/WEIGHT,STRAY,OTC,,2023-06-15,"16800 BLK OUTRIGGER CIR, CERRITOS",CERRITOS,HOMEFIRST,,Alive on Intake,FALSE,1
A697382,SKUNK,OTHER,BLACK,WHITE,Unknown,2022-04-24,1.0,2023-04-24,INJURED  MILD,WILDLIFE,FIELD,,2023-04-24,6200 CARITA AVE,LONG BEACH,RETURN TO WILD HABITAT,,Alive on Intake,FALSE,1
A697397,,DOG,BROWN,,Unknown,2023-04-24,0.0,2023-04-24,NORMAL,STRAY,FIELD,,2023-04-25,"5600 BLK LESLIE AVE, LB 90805",LONG BEACH,RESCUE,,Alive on Intake,FALSE,1
A697421,*SONIC,DOG,BLACK,WHITE,Neutered,2021-04-30,2.0,2023-04-25,NORMAL,STRAY,FIELD,,,4600 BLK LONG BEACH BLVD,LONG BEACH,,,Alive on Intake,FALSE,1
A697434,,CAT,TORTIE,,Female,2023-04-25,0.0,2023-04-25,UNDER AGE/WEIGHT,STRAY,FIELD,,2023-04-27,"5400 BLK LINDEN AVE, LB 90805",LONG BEACH,EUTHANASIA,ILL SEVERE,Alive on Intake,TRUE,0
A697444,,CAT,GRAY,WHITE,Male,2018-04-26,5.0,2023-04-26,INJURED  SEVERE,STRAY,FIELD,,2023-04-26,"12900 MOORE ST, CERRITOS, CA 90703",CERRITOS,EUTHANASIA,INJ SEVERE,Alive on Intake,TRUE,0
A697455,*MAGEE,CAT,BLACK,,Female,2023-04-11,0.0,2023-04-26,I/I REPORT,STRAY,OTC,,2023-06-10,"1300 BLOCK E 20TH ST, LONG BEACH",LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A697463,*ZENA,CAT,BRN TABBY,,Spayed,2015-04-26,8.0,2023-04-26,NORMAL,WELFARE SEIZED,ABAN FIELD,,2023-06-10,"10700 SOUTH ST, CERRITOS, CA 90703",CERRITOS,ADOPTION,WEB,Alive on Intake,FALSE,1
A697497,,CAT,GRAY,,Male,2023-04-20,0.0,2023-04-26,UNDER AGE/WEIGHT,STRAY,OTC,,2023-05-02,,LONG BEACH,DIED,AT VET,Alive on Intake,TRUE,0
A697498,*PIP,CAT,GRAY,,Female,2023-04-20,0.0,2023-04-26,UNDER AGE/WEIGHT,STRAY,OTC,,2023-05-31,1100 BLK CEDAR AVE LB 90813,LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A697500,FLUFFY BEAR,CAT,GRAY,BLACK,Spayed,2023-04-03,0.0,2023-04-26,NORMAL,STRAY,OTC,,2023-04-29,1000 N NORMAN CT LB 90813,LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A697518,JADA,DOG,BLACK,TAN,Spayed,2022-08-26,1.0,2023-04-26,INJURED  SEVERE,OWNER SURRENDER,FIELD,,2023-06-13,"4700 BLK E PACIFIC COAST HWY, LONG BEACH, CA",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A697532,*MIKEY MOUTHERSON,DOG,GRAY,WHITE,Male,2020-04-27,3.0,2023-04-27,NORMAL,STRAY,FIELD,,2023-05-11,1300 BLK E SOUTH ST,LONG BEACH,EUTHANASIA,BEH MODERA,Alive on Intake,TRUE,0
A697538,*FERRARI,DOG,BROWN,WHITE,Spayed,2022-04-28,1.0,2023-04-28,NORMAL,OWNER SURRENDER,OTC,,2023-05-04,"6500 BLOCK MYRTLE AVE, LONG BEACH CA",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A697571,*BOH,CAT,BLACK,WHITE,Male,2023-03-18,0.0,2023-04-27,NORMAL,STRAY,OTC,,2023-06-28,"11000 BLOCK GONSALVES PL, CERRITOS CA",CERRITOS,HOMEFIRST,,Alive on Intake,FALSE,1
A697634,*GERTRUD,OTHER,GRAY,,Female,2023-02-28,0.0,2023-04-28,NORMAL,STRAY,OTC,,2023-04-28,BROADWAY/LIVINGSTON ST LB 90803,LONG BEACH,RETURN TO WILD HABITAT,,Alive on Intake,FALSE,1
A697698,LENNY,CAT,BLACK,WHITE,Neutered,2023-03-28,0.0,2023-04-28,UNDER AGE/WEIGHT,STRAY,OTC,,2023-05-20,1100 BLK DAWSON AVE LB 90804,LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A697707,*CHICO,CAT,BRN TABBY,,Female,2023-04-20,0.0,2023-04-28,UNDER AGE/WEIGHT,STRAY,OTC,,2023-07-15,"3000 BLK SPRINGDALE DR. LONG BEACH, CA 90810",LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A697711,COOKIE,DOG,BROWN,,Male,2019-04-28,4.0,2023-04-28,NORMAL,STRAY,OTC,,2023-05-04,3400 BLK ARTESIA LB 90805,LONG BEACH,RETURN TO OWNER,,Alive on Intake,FALSE,1
A697736,*LUCAS,CAT,BLACK,WHITE,Male,2023-02-28,0.0,2023-04-28,ILL MILD,STRAY,OTC,,2023-04-30,"2300 BLK CEDAR AVE. LONG BEACH, CA 90806",LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A697779,*SWEETHEART,DOG,GRAY,,Female,2018-04-29,5.0,2023-04-29,NORMAL,STRAY,OTC,,2023-05-04,"2600 BLOCK BELLFLOWER BLVD, LONG BEACH CA",LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A697788,,BIRD,BROWN,BLACK,Unknown,,,2023-04-29,INJURED  SEVERE,WILDLIFE,OTC,,2023-04-29,"CARSON AND NORWALK, HAWAIIAN GARDENS, CA",OUT OF AREA,RESCUE,OTHER RESC,Alive on Intake,FALSE,1
A697816,*LEFTY,CAT,ORANGE,WHITE,Neutered,2020-04-29,3.0,2023-04-29,INJURED  MODERATE,STRAY,FIELD,,2023-08-05,6500 BLK GAVIOTA AVE,LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A697830,,BIRD,BLACK,,Unknown,2021-04-29,2.0,2023-04-29,INJURED  MODERATE,WILDLIFE,FIELD,,2023-04-29,3900 BLK E ALLIN ST,LONG BEACH,RESCUE,IBR,Alive on Intake,FALSE,1
A697835,*TWIRLY GIRL,CAT,CALICO,,Spayed,2023-04-16,0.0,2023-04-29,UNDER AGE/WEIGHT,STRAY,OTC,,2023-05-07,1000 BLK LIME AVE LB CA 90813,LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A697859,ROMEO,CAT,BLACK,,Male,2020-04-29,3.0,2023-04-29,ILL MODERATETE,OWNER SURRENDER,FIELD,,2023-04-30,400 BLK CHESTNUT AVE,LONG BEACH,EUTHANASIA,AT VET,Alive on Intake,TRUE,0
A697871,*IRIS,CAT,GRAY,,Female,2023-04-24,0.0,2023-04-30,UNDER AGE/WEIGHT,STRAY,OTC,,,6TH ST/CEDAR AVE LB 90802,LONG BEACH,,,Alive on Intake,FALSE,1
A697911,*PRINCESS LILLY,CAT,BLACK,,Spayed,2023-03-30,0.0,2023-04-30,UNDER AGE/WEIGHT,STRAY,OTC,,,"100 BLOCK E 7TH ST, LONG BEACH CA",LONG BEACH,,,Alive on Intake,FALSE,1
A697915,*ARCHIE,CAT,BLACK,WHITE,Male,2023-04-24,0.0,2023-07-09,NORMAL,OWNER SURRENDER,OTC,MOVE,2023-07-14,5900 BLK ORANGE AVE LONG BEACH CA 90805,LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A697916,*MUSHROOM,CAT,BLACK,WHITE,Male,2023-04-24,0.0,2023-04-30,UNDER AGE/WEIGHT,STRAY,OTC,,2023-06-10,11000 BLK JERRY PL CER 90703,CERRITOS,HOMEFIRST,,Alive on Intake,FALSE,1
A697985,,BIRD,BROWN,BLACK,Unknown,,,2023-05-02,NORMAL,WILDLIFE,FIELD,,2023-05-03,"11000 BLK HARRISBURG RD, LOS ALAMITOS, CA 90720",LOS ALAMITOS,RESCUE,,Alive on Intake,FALSE,1
A697992,,BIRD,BLACK,WHITE,Unknown,2022-05-02,1.0,2023-05-02,INJURED  SEVERE,WILDLIFE,FIELD,,2023-05-02,"2100 BLK E OCEAN BLVD, LONG BEACH, CA 90803",LONG BEACH,TRANSFER,OTHER RESC,Alive on Intake,FALSE,1
A698022,*KESHA,CAT,CALICO,,Female,2023-03-03,0.0,2023-05-03,ILL MILD,STRAY,OTC,,2023-06-29,1000 BLK LIME AVE LB CA,LONG BEACH,EUTHANASIA,ILL SEVERE,Alive on Intake,TRUE,0
A698071,*PUDDING,CAT,CALICO,,Female,2023-04-03,0.0,2023-05-03,UNDER AGE/WEIGHT,STRAY,OTC,,,16000 STUDEBAKER CERRITOS CA 90703,LONG BEACH,,,Alive on Intake,FALSE,1
A698076,,CAT,BLACK,,Male,2023-04-03,0.0,2023-05-03,UNDER AGE/WEIGHT,STRAY,OTC,,2023-05-05,16000 STUDEBAKER CERRITOS CA 90703,LONG BEACH,RESCUE,CAPAWS,Alive on Intake,FALSE,1
A698099,*BEAU,CAT,BLACK,WHITE,Male,2023-03-03,0.0,2023-05-03,NORMAL,STRAY,OTC,,2023-06-01,1000 BLK OHIO AVE LB 90804,LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A698101,*KELLY,CAT,BLACK,WHITE,Spayed,2022-05-07,1.0,2023-05-03,NORMAL,STRAY,OTC,,2023-08-22,1400 BLK CHERRY ST LB 90813,LONG BEACH,RESCUE,SPCALA,Alive on Intake,FALSE,1
A698106,*KAYLA,CAT,BLACK,WHITE,Female,2023-04-05,0.0,2023-05-03,NORMAL,STRAY,OTC,,2023-07-14,1400 BLK CHERRY ST LB 90813,LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A698110,*GROUPER,CAT,WHITE,ORANGE,Male,2023-04-04,0.0,2023-05-03,NORMAL,STRAY,OTC,,2023-05-20,1400 BLK CHERRY ST LB 90813,LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A698117,*RAMBO,DOG,WHITE,BROWN,Male,2021-05-03,2.0,2023-06-14,NORMAL,STRAY,OTC,,2023-06-21,"DEL AMO & PARAMOUNT LAKEWOOD, CA 90712",LONG BEACH,EUTHANASIA,BEH SEVERE,Alive on Intake,TRUE,0
A698133,ROSIE,DOG,WHITE,BROWN,Spayed,2021-05-04,2.0,2023-05-04,NORMAL,STRAY,ABAN SHLTR,,2023-05-10,7700 E. SPRING ST,LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A698142,*RAGAMUFFIN,DOG,WHITE,,Male,2017-05-07,6.0,2023-05-04,INJURED  MODERATE,STRAY,OTC,,2023-05-10,15TH ST/ATLANTIC AVE LB 90805,LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A698161,JACK,CAT,BLUE PT,,Neutered,2023-03-22,0.0,2023-05-04,NORMAL,WELFARE SEIZED,EVICTION,,2023-05-18,"5300 BLK E OCEAN BLVD, LONG BEACH, CA 90803",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A698167,*MITTIE,CAT,WHITE,BROWN,Spayed,2020-05-04,3.0,2023-05-04,INJURED  MODERATE,STRAY,OTC,,2023-05-06,3800 BLK FARQUHAR AVE LOS AL 90720,LOS ALAMITOS,"TRAP, NEUTER, RELEASE",,Alive on Intake,FALSE,1
A698294,*ESTEBAN,CAT,WHITE,BLACK,Male,2023-03-05,0.0,2023-05-05,NORMAL,STRAY,OTC,,2023-06-07,1900 BLK OLIVE AVE LB CA 90806,LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A698366,*VELMA,DOG,BLACK,,Spayed,2008-05-07,15.0,2023-05-06,ILL MODERATETE,STRAY,OTC,,2023-05-17,"700 BLK E 4TH ST, LB CA 90802",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A698371,FIONA,CAT,BRN TABBY,,Female,2023-03-06,0.0,2023-05-06,UNDER AGE/WEIGHT,STRAY,OTC,,2023-05-10,6000 BLK MYRTLE AVE LB CA 90805,LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A698372,TIKI,CAT,UNKNOWN,,Neutered,2013-05-10,10.0,2023-05-06,ILL MODERATETE,STRAY,OTC,,2023-05-13,5800 BLK E PAVO ST LB 90808,LONG BEACH,COMMUNITY CAT,,Alive on Intake,FALSE,1
A698391,,BIRD,BROWN,GRAY,Unknown,,,2023-05-06,INJURED  SEVERE,WILDLIFE,FIELD,,2023-05-06,12800 BLK ARABELLA ST,CERRITOS,EUTHANASIA,INJ SEVERE,Alive on Intake,TRUE,0
A698431,*ROCKET,CAT,BLACK,,Spayed,2023-04-07,0.0,2023-05-07,NORMAL,STRAY,OTC,,2023-08-30,2300 BLK SPAULDING ST LB 90804,LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A698433,*BIRRIA,CAT,BLACK,,Male,2023-03-13,0.0,2023-05-07,NORMAL,STRAY,OTC,,2023-05-21,1700 BLK 14TH ST LB 90813,LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A698455,,BIRD,BLACK,,Unknown,,,2023-05-08,NORMAL,WILDLIFE,FIELD,,2023-05-09,"100 BLK ESPERANZA AVE, LONG BEACH, CA 90802",LONG BEACH,RESCUE,,Alive on Intake,FALSE,1
A698459,*BREAKFAST,CAT,BRN TABBY,,Male,2023-05-01,0.0,2023-05-08,NORMAL,STRAY,FIELD,,2023-06-09,"2000 BLK COLUMBIA ST, LONG BECH CA",LONG BEACH,DIED,IN KENNEL,Alive on Intake,TRUE,0
A698475,*MUSHU,CAT,BLUE PT,,Female,2023-04-09,0.0,2023-05-09,UNDER AGE/WEIGHT,STRAY,FIELD,,2023-05-10,"3700 BLK DEL MAR AVE, LONG BEACH, CA 90807",LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A698485,*HARBOR,CAT,GRAY TABBY,,Spayed,2022-05-10,1.0,2023-05-10,NORMAL,"TRAP, NEUTER, RETURN",,,2023-07-02,6000 BLK ATLANTIC AVE LB 90805,LONG BEACH,RESCUE,KITTYBUNGA,Alive on Intake,FALSE,1
A698494,*TEDDY RUXPIN,DOG,BROWN,WHEAT,Neutered,2020-05-10,3.0,2023-05-10,NORMAL,STRAY,OTC,,2023-05-14,CEDAR DR/ROOSEVELT ST LB 90807,LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A698505,FINN,DOG,TAN,BLACK,Neutered,2023-03-10,0.0,2023-05-10,NORMAL,STRAY,OTC,,2023-05-14,50 BLK LONG BEACH BLVD LB 90805,LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A698536,SCARLETT,DOG,BR BRINDLE,WHITE,Female,2020-05-11,3.0,2023-05-11,NORMAL,STRAY,OTC,,2023-05-21,700 BLK GAVIOTA AVE LB 90813,LONG BEACH,RETURN TO OWNER,FRE RID HM,Alive on Intake,FALSE,1
A698550,*PONCHO,CAT,GRAY,,Male,2021-05-11,2.0,2023-05-11,ILL MILD,STRAY,OTC,,2023-06-21,1000 BLK HELLMAN ST LB 90813,LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A698603,*MORTICIA,CAT,BLACK,,Female,2023-04-20,0.0,2023-05-11,I/I REPORT,STRAY,OTC,,2023-06-07,17200 BLK NORWALK CERRITOS 90703,LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A698612,*WEIRDO,DOG,BROWN,,Male,2018-05-12,5.0,2023-05-11,NORMAL,STRAY,OTC,,2023-05-14,2700 BLK CARSON ST LB 90712,LONG BEACH,RESCUE,HOOLA DOG,Alive on Intake,FALSE,1
A698617,,BIRD,BLACK,,Unknown,,,2023-05-11,ILL SEVERE,WILDLIFE,FIELD,,2023-05-11,3400 BLK HEATHER RD,LONG BEACH,EUTHANASIA,ILL SEVERE,Alive on Intake,TRUE,0
A698678,,WILD,PINK,,Unknown,2023-05-09,0.0,2023-05-12,UNDER AGE/WEIGHT,WILDLIFE,FIELD,,2023-05-12,"19400 ALMADIN AVE, CERRITOS, CA 90703",CERRITOS,EUTHANASIA,UNDRAGE/WT,Alive on Intake,TRUE,0
A698769,*GREYSON,CAT,GRAY,,Male,2023-04-27,0.0,2023-05-13,UNDER AGE/WEIGHT,STRAY,OTC,,2023-07-14,17000 BLK MAURICE AVE CER 90703,CERRITOS,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A698770,*MISHA,CAT,GRAY,,Female,2023-04-27,0.0,2023-05-13,UNDER AGE/WEIGHT,STRAY,OTC,,2023-06-25,17000 BLK MAURICE AVE CER 90703,CERRITOS,HOMEFIRST,,Alive on Intake,FALSE,1
A698771,*LILA,CAT,CALICO,,Female,2023-04-27,0.0,2023-05-13,UNDER AGE/WEIGHT,STRAY,OTC,,2023-07-01,17000 BLK MAURICE AVE CER 90703,CERRITOS,HOMEFIRST,,Alive on Intake,FALSE,1
A698807,*PRINCESS,CAT,GRAY,,Spayed,2011-05-16,12.0,2023-05-13,INJURED  MODERATE,STRAY,FIELD,,2023-05-31,1000 QUEENS HWY,LONG BEACH,COMMUNITY CAT,,Alive on Intake,FALSE,1
A698824,,DOG,BLACK,BROWN,Female,2023-03-14,0.0,2023-05-14,NORMAL,OWNER SURRENDER,OTC,LANDLORD,2023-05-14,6700 BLK HARBOR LB CA 90805,LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A698833,,BIRD,BROWN,,Unknown,2023-04-14,0.0,2023-05-14,ILL MILD,WILDLIFE,OTC,,2023-05-15,300 BLK PANAMA AVE LB CA 90814,LONG BEACH,TRANSFER,OTHER RESC,Alive on Intake,FALSE,1
A698848,,OTHER,BROWN,,Unknown,,,2023-05-15,INJURED  MODERATE,WILDLIFE,OTC,,2023-05-15,3000 BLK LADOGA AVE,LONG BEACH,EUTHANASIA,INJ SEVERE,Alive on Intake,TRUE,0
A698856,,DOG,BLACK,WHITE,Male,,,2023-05-15,NORMAL,STRAY,OTC,,2023-05-17,"1400 E 28TH ST, SIGNAL HILL, CA",SIGNAL HILL,RETURN TO OWNER,FRE RID HM,Alive on Intake,FALSE,1
A698857,,BIRD,WHITE,GRAY,Unknown,2020-05-15,3.0,2023-05-15,ILL SEVERE,WILDLIFE,FIELD,,2023-05-15,2100 BLK OCEAN BLVD,LONG BEACH,RESCUE,IBR,Alive on Intake,FALSE,1
A698873,*NICKERBOKER,CAT,BRN TABBY,WHITE,Neutered,2022-05-16,1.0,2023-05-16,FRACTIOUS,STRAY,FIELD,,2023-06-28,"300 BLK E 16TH ST, LONG BEACH, CA 90713",LONG BEACH,COMMUNITY CAT,,Alive on Intake,FALSE,1
